CAM,DBA,A_PORT,AIRNAME,BUILD,CUISINE_DESC,INS_DATE,ACTION_1,V_CODE,V_DESC,C_FLAG,SCR,GRD,GRD_DATE,REC_DATE,INS_TYPE
41591336,"BAR 360",ABE,"Lehigh Valley International Airport",11000,American,12/12/2015,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",12,A,12/12/2015,28/08/2017,"Cycle Inspection / Initial Inspection"
50004699,"XE LUA RESTAURANT",ABE,"Lehigh Valley International Airport",86,Vietnamese/Cambodian/Malaysia,31/10/2014,"Violations were cited in the following area(s).",04M,"Live roaches present in facility's food and/or non-food areas.",Critical,15,B,31/10/2014,28/08/2017,"Cycle Inspection / Re-inspection"
41353598,"NIO'S WEST INDIAN RESTAURANT & BAKERY",ABE,"Lehigh Valley International Airport",2702,Caribbean,2/09/2015,"Establishment re-closed by DOHMH",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",6,,,28/08/2017,"Cycle Inspection / Reopening Inspection"
50065810,"THE MANSFIELD HOTEL",ABE,"Lehigh Valley International Airport",12,American,8/08/2017,"Violations were cited in the following area(s).",04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,60,"Not Yet Graded",,28/08/2017,"Pre-permit (Operational) / Initial Inspection"
50010777,"CHINA WOK",ABE,"Lehigh Valley International Airport",1035,Chinese,24/10/2016,"Violations were cited in the following area(s).",04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,16,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41595573,"GOLDEN BUN BAKERY",ABE,"Lehigh Valley International Airport",2180,Chinese,6/06/2016,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",21,B,6/06/2016,28/08/2017,"Cycle Inspection / Re-inspection"
41684926,"THE ORGANIC GRILL",ABE,"Lehigh Valley International Airport",123,Vegetarian,6/05/2015,"Violations were cited in the following area(s).",04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,22,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41417928,"ALLEN RESTAURANT",ABE,"Lehigh Valley International Airport",1201,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",16/06/2015,"Violations were cited in the following area(s).",04K,"Evidence of rats or live rats present in facility's food and/or non-food areas.",Critical,7,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41014575,STARBUCKS,ABE,"Lehigh Valley International Airport",607,CafÃ©/Coffee/Tea,4/12/2014,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",3,A,4/12/2014,28/08/2017,"Cycle Inspection / Initial Inspection"
41246771,"WOODSIDE KITCHEN",ABE,"Lehigh Valley International Airport",7610,Chinese,8/03/2014,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",11,A,8/03/2014,28/08/2017,"Cycle Inspection / Re-inspection"
41169360,DOMINO'S,ABE,"Lehigh Valley International Airport",241,Pizza,27/10/2015,"Violations were cited in the following area(s).",08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.","Not Critical",10,A,27/10/2015,28/08/2017,"Cycle Inspection / Re-inspection"
41200846,LUCALI,ABE,"Lehigh Valley International Airport",575,Pizza,12/06/2013,"Violations were cited in the following area(s).",20D,"Choking first aid poster not posted. Alcohol and pregnancy warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.","Not Critical",,,,28/08/2017,"Administrative Miscellaneous / Re-inspection"
50059614,"YINYANG COFFEE & TEA",ABE,"Lehigh Valley International Airport",9104,"Ice Cream, Gelato, Yogurt, Ices",3/04/2017,"Violations were cited in the following area(s).",06F,"Wiping cloths soiled or not stored in sanitizing solution.",Critical,7,A,3/04/2017,28/08/2017,"Pre-permit (Operational) / Initial Inspection"
41252384,"ROYAL BANGLADESH INDIAN RESTAURANT",ABE,"Lehigh Valley International Airport",93,Bangladeshi,28/03/2015,"Violations were cited in the following area(s).",04M,"Live roaches present in facility's food and/or non-food areas.",Critical,12,A,28/03/2015,28/08/2017,"Cycle Inspection / Re-inspection"
50004520,"NEW PEKING GARDEN",ABE,"Lehigh Valley International Airport",8907,Chinese,16/02/2017,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",11,A,16/02/2017,28/08/2017,"Cycle Inspection / Re-inspection"
50016825,"THE WAYLON",ABE,"Lehigh Valley International Airport",736,Tex-Mex,3/02/2016,"Violations were cited in the following area(s).",02B,"Hot food item not held at or above 140Âº F.",Critical,9,A,3/02/2016,28/08/2017,"Cycle Inspection / Re-inspection"
50036472,"CROWN FRIED CHICKEN",ABE,"Lehigh Valley International Airport",3402,Chicken,13/04/2017,"Violations were cited in the following area(s).",06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,5,A,13/04/2017,28/08/2017,"Cycle Inspection / Re-inspection"
50000828,Patea,ABE,"Lehigh Valley International Airport",135,CafÃ©/Coffee/Tea,15/09/2014,"Violations were cited in the following area(s).",04M,"Live roaches present in facility's food and/or non-food areas.",Critical,16,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41645764,"MILK BURGER EXPRESS",ABE,"Lehigh Valley International Airport",2051,Hamburgers,5/08/2014,"Violations were cited in the following area(s).",08A,"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",38,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50064709,"LE FRENCH TART",ABE,"Lehigh Valley International Airport",579,Bakery,15/06/2017,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",12,A,15/06/2017,28/08/2017,"Pre-permit (Operational) / Initial Inspection"
50016265,"ADORO LEI",ABE,"Lehigh Valley International Airport",287,Pizza,12/09/2016,"Violations were cited in the following area(s).",02B,"Hot food item not held at or above 140Âº F.",Critical,19,,,28/08/2017,"Cycle Inspection / Initial Inspection"
40756403,"LAGUARDIA COURTYARD HOTEL BY MARRIOTT",ABE,"Lehigh Valley International Airport",9010,American,10/03/2015,"Violations were cited in the following area(s).",10B,"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",11,A,10/03/2015,28/08/2017,"Cycle Inspection / Re-inspection"
41615281,"HO WOK",ABE,"Lehigh Valley International Airport",692,Chinese,24/06/2015,"Violations were cited in the following area(s).",02G,"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",Critical,11,A,24/06/2015,28/08/2017,"Cycle Inspection / Re-inspection"
41400890,"CALEXICO CARNE ASADA",ABE,"Lehigh Valley International Airport",122,Mexican,1/03/2016,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",8,A,1/03/2016,28/08/2017,"Cycle Inspection / Initial Inspection"
50000366,"BEYOND SUSHI",ABE,"Lehigh Valley International Airport",75,Vegetarian,7/08/2014,"Violations were cited in the following area(s).",10I,"Single service item reused, improperly stored, dispensed; not used when required.","Not Critical",2,A,7/08/2014,28/08/2017,"Cycle Inspection / Re-inspection"
50001484,"TOYAMA CUISINE",ABE,"Lehigh Valley International Airport",6001,Japanese,23/08/2017,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",28,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41471562,"ORNELLA TRATTORIA ITALIANA",ABE,"Lehigh Valley International Airport",2917,Italian,3/05/2014,"Violations were cited in the following area(s).",10B,"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",24,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41538017,SUBWAY,ABE,"Lehigh Valley International Airport",229,Sandwiches,7/07/2014,"Violations were cited in the following area(s).",04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,20,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41477231,DINO,ABE,"Lehigh Valley International Airport",222,Italian,15/07/2014,"Violations were cited in the following area(s).",02G,"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",Critical,25,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50035110,"MACARON CAFE",ABE,"Lehigh Valley International Airport",152,French,4/03/2016,"Violations were cited in the following area(s).",22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.","Not Critical",,,,28/08/2017,"Administrative Miscellaneous / Initial Inspection"
41670288,CHOP'T,ABE,"Lehigh Valley International Airport",120,Salads,13/03/2017,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",12,A,13/03/2017,28/08/2017,"Cycle Inspection / Initial Inspection"
41555577,LIGHTHOUSE,ABE,"Lehigh Valley International Airport",145,American,1/04/2016,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",22,,,28/08/2017,"Cycle Inspection / Initial Inspection"
